Chromosome,strand,trans-spliced position,percent SL2,binomial exact p-value for the percent SL2,number of reads,number of SL1 reads,number of total SL2 reads (SL2+SL2 variant reads),number of SL2 variant reads,non-trans-spliced reads at this position,"type of trans-splice site (gene, cis, other)",gene name,gene rank (within operon),position of first AUG,average exp of the gene (dcpm),distance to upstream gene 3' end,position of the upstream gene 3' end,length of 5' UTR (trans-splice site to first AUG),position of the closest annotated 5' end,distance from the closest annotated 5' end to trans-splice site,distance from the closest annotated 5' end to first AUG downstream of trans-splice site
IV,+,11315178,0.003367,0.0,4455,4440,15,10,281,gene,B0035.4,1,11315178,4.7472,2661,11312517,0,11315178,0,0
IV,+,11317390,0.30236,7.57796e-26,678,473,205,154,0,gene,B0035.5,2,11317391,1.05507,1543,11315847,1,11317390,0,-1
IV,+,11320289,0.0163551,0.0,856,842,14,12,3,gene,B0035.18,3,11320290,1.59468,367,11319922,1,11320291,2,1
IV,+,11320771,0.923729,4.2039e-45,236,18,218,182,1,gene,B0035.6,4,11320776,0.612861,103,11320668,5,11320771,0,-5
IV,+,11354385,0.0148515,0.0,202,199,3,2,0,gene,T01G1.2,0,11354406,0.913091,12191,11342194,21,11354407,22,1
IV,+,11372962,0.00698451,0.0,3293,3270,23,23,6,gene,H02I12.1,0,11372964,6.38878,17590,11355372,2,11372962,0,-2
IV,+,11394514,0.0,0.0,187,187,0,0,1,gene,H02I12.3,0,11394524,0.0872817,16916,11377598,10,11394525,11,1
IV,+,11403932,0.0,0.0078125,7,7,0,0,0,gene,H02I12.8,0,11403942,0.22793,2486,11401446,10,11403932,0,-10
IV,+,11410206,0.0,0.00195312,9,9,0,0,0,gene,F22B3.4,0,11410219,2.40979,2808,11407398,13,11410456,250,237
IV,+,11410456,0.00302725,0.0,991,988,3,3,0,gene,F22B3.4,0,11410483,2.40979,3058,11407398,27,11410456,0,-27
IV,+,11430211,0.0555556,6.86646e-05,18,17,1,1,0,gene,F22B3.9,0,11430247,0.0349766,17240,11412971,36,11430248,37,1
IV,+,11436513,0.00283286,0.0,353,352,1,1,1,gene,C10C6.1,0,11436617,1.42467,23542,11412971,104,11436618,105,1
IV,+,11459955,0.0,5.16988e-26,84,84,0,0,0,gene,C10C6.2,0,11459962,0.137835,12927,11447028,7,11459963,8,1
IV,+,11468367,0.0,0.0625,4,4,0,0,0,gene,C10C6.9,0,11468372,None,5200,11463167,5,11467987,-380,-385
IV,+,11470407,0.0,1.32349e-23,76,76,0,0,37,gene,C10C6.5,0,11470420,0.561913,1657,11468750,13,11470407,0,-13
IV,+,11480817,0.0141509,0.0,212,209,3,3,3,gene,H21P03.2,0,11480823,0.553878,7427,11473390,6,11480824,7,1
IV,+,11504737,0.0,2.71051e-20,65,65,0,0,2,gene,M04B2.5,0,11504746,0.151909,2832,11501905,9,11504747,10,1
IV,+,11521261,0.0143369,0.0,558,550,8,7,4,gene,M04B2.3,0,11521271,0.654595,11567,11509694,10,11521272,11,1
IV,+,11524613,0.0703408,0.0,1379,1282,97,76,7,gene,M04B2.1,1,11524613,2.95974,2434,11522179,0,11524613,0,0
IV,+,11528023,0.884956,3.69712e-18,113,13,100,73,3,gene,M04B2.2,2,11528026,0.251146,98,11527925,3,11528027,4,1
IV,+,11570470,0.00123229,0.0,1623,1621,2,1,0,gene,F12F6.5,1,11570512,1.87425,39865,11530605,42,11570482,12,-30
IV,+,11578762,0.9875,6.61744e-23,80,1,79,58,7,gene,F12F6.3,2,11578771,0.491755,94,11578668,9,11578761,-1,-10
IV,+,11585194,0.146186,0.0,1416,1209,207,166,0,gene,F12F6.1,3,11585194,1.53051,1121,11584073,0,11585194,0,0
IV,+,11594216,0.0,0.0,622,622,0,0,5,gene,F40F11.2,0,11594263,1.23982,5926,11588290,47,11594295,79,32
IV,+,11602611,0.00677509,0.0,60073,59666,407,241,0,gene,F40F11.1,0,11602621,152.15,952,11601659,10,11602610,-1,-11
IV,+,11605231,0.0,0.00012207,13,13,0,0,3,gene,Y24F12A.1,0,11605277,0.59592,1984,11603247,46,11605278,47,1
IV,+,11605276,0.0015361,0.0,651,650,1,1,12,gene,Y24F12A.1,0,11605277,0.59592,2029,11603247,1,11605278,2,1
IV,+,11636618,0.00733496,0.0,409,406,3,3,1,gene,F58B3.6,1,11636634,1.97557,29124,11607494,16,11636618,0,-16
IV,+,11638286,0.862486,0.0,909,125,784,603,3,gene,F58B3.7,2,11638288,0.398561,110,11638176,2,11638286,0,-2
IV,+,11652373,0.00688765,0.0,2323,2307,16,13,0,gene,ZK809.3,0,11652378,6.42488,5587,11646786,5,11652373,0,-5
IV,+,11656707,0.00641026,1.4013e-45,156,155,1,1,0,gene,ZK809.5,1,11656718,0.526551,3265,11653442,11,11656707,0,-11
IV,+,11659544,0.837209,1.08004e-15,129,21,108,61,4,gene,ZK792.1,2,11659573,0.516741,149,11659395,29,11659770,226,197
IV,+,11659814,0.651042,8.23646e-06,192,67,125,56,4,gene,ZK792.1,2,11659882,0.516741,101,11659713,68,11659814,0,-68
IV,+,11659825,1.0,0.25,2,0,2,2,279,gene,ZK792.1,2,11659882,0.516741,112,11659713,57,11659814,-11,-68
IV,+,11668000,0.880952,1.9342e-07,42,5,37,13,9,gene,ZK792.8,3,11668006,0.250778,109,11667891,6,11668005,5,-1
IV,+,11673814,0.00106045,0.0,943,942,1,1,63,gene,ZK792.2,0,11673842,0.627579,2342,11671472,28,11673814,0,-28
IV,+,11676324,0.00395257,0.0,253,252,1,1,0,gene,ZK792.3,0,11676353,0.220688,719,11675605,29,11676354,30,1
IV,+,11694470,0.0,5.82077e-11,34,34,0,0,46,gene,ZK792.7,0,11694519,0.199907,16077,11678393,49,11694383,-87,-136
IV,+,11715011,0.0,0.0,358,358,0,0,0,gene,K01A6.2,0,11715039,0.967713,6782,11708229,28,11715060,49,21
IV,+,11735295,0.0,0.03125,5,5,0,0,6,gene,K01A6.6,0,11735338,0.0424604,6045,11729250,43,11735295,0,-43
IV,+,11745631,0.00735294,1.5612e-39,136,135,1,1,4,gene,T12A7.1,0,11745645,0.27889,1854,11743777,14,11745646,15,1
IV,+,11749190,0.0,1.90735e-06,19,19,0,0,50,gene,T12A7.6,1,11749210,0.163736,531,11748659,20,11749190,0,-20
IV,+,11751545,1.0,0.5,1,0,1,0,0,gene,T12A7.7,2,11751569,0.00934516,554,11750991,24,11751842,297,273
IV,+,11813773,0.0,1.43493e-42,139,139,0,0,0,gene,M117.1,0,11813856,0.579621,26832,11786941,83,11814215,442,359
IV,+,11814217,0.0,1.97215e-31,102,102,0,0,4,gene,M117.1,0,11814290,0.579621,27276,11786941,73,11814217,0,-73
IV,+,11828388,0.0,0.125,3,3,0,0,5,gene,M117.5,0,11828483,None,4480,11823908,95,11828943,555,460
IV,+,11828921,0.0,5.82077e-11,34,34,0,0,2,gene,M117.5,0,11828942,None,5013,11823908,21,11828943,22,1
IV,+,11829421,0.0,0.25,2,2,0,0,3,gene,M117.5,0,11829611,None,5513,11823908,190,11828943,-478,-668
IV,+,11834282,0.0,3.05176e-05,15,15,0,0,2,gene,M117.7,0,11834357,None,3591,11830691,75,11834357,75,0
IV,+,11838928,0.0,8.88178e-16,50,50,0,0,8,gene,F38H4.2,0,11838949,0.0629387,4324,11834604,21,11838950,22,1
IV,+,11844412,0.0,4.33681e-19,61,61,0,0,3,gene,F38H4.3,0,11844416,0.105515,4019,11840393,4,11844417,5,1
IV,+,11858412,0.00597015,0.0,2010,1998,12,10,5,gene,F38H4.9,1,11858415,6.28138,4412,11854000,3,11858412,0,-3
IV,+,11860131,1.0,0.03125,5,0,5,2,1370,gene,F38H4.10,2,11860288,1.22258,6,11860125,157,11860525,394,237
IV,+,11860525,0.798495,0.0,1196,241,955,726,5,gene,F38H4.10,2,11860527,1.22258,97,11860428,2,11860525,0,-2
IV,+,11864502,0.0,1.49012e-08,26,26,0,0,0,gene,C29E6.2,0,11864516,0.145531,2034,11862468,14,11864517,15,1
IV,+,11885585,0.010101,0.0,198,196,2,0,0,gene,C29E6.1,0,11885587,0.565114,2151,11883434,2,11885585,0,-2
IV,+,11899632,0.0,0.0,163,163,0,0,1,gene,C29E6.5,0,11899698,0.435236,8583,11891049,66,11899653,21,-45
IV,+,11911059,0.0,0.25,2,2,0,0,0,gene,VZK822L.2,0,11911159,0.184092,8179,11902880,100,11911621,562,462
IV,+,11911999,0.0131579,1.00585e-21,76,75,1,1,23,gene,VZK822L.2,0,11912051,0.184092,9119,11902880,52,11911621,-378,-430
IV,+,11930842,0.0166667,5.20417e-17,60,59,1,0,0,gene,ZK822.3,0,11930844,0.407859,2443,11928399,2,11930842,0,-2
IV,+,11932451,0.0,0.5,1,1,0,0,5,gene,ZK822.3,0,11932472,0.407859,4052,11928399,21,11932451,0,-21
IV,+,11932832,0.0,0.0625,4,4,0,0,1,gene,ZK822.3,0,11932842,0.407859,4433,11928399,10,11932832,0,-10
IV,+,11937388,0.0,2.58494e-26,85,85,0,0,4,gene,ZK822.5,0,11937388,0.433298,1700,11935688,0,11937388,0,0
IV,+,11950567,0.0144928,1.16891e-19,69,68,1,0,1,gene,ZK829.5,0,11950573,0.149115,9993,11940574,6,11950565,-2,-8
IV,+,11953219,0.00500751,0.0,1997,1987,10,7,3,gene,ZK829.4,0,11953221,23.7083,1045,11952174,2,11953219,0,-2
IV,+,11970510,0.0014245,0.0,1404,1402,2,2,1,gene,ZK829.9,0,11970706,1.11539,15001,11955509,196,11970504,-6,-202
IV,+,12031295,0.00658514,0.0,1063,1056,7,7,47,gene,T12G3.5,0,12031297,2.86772,17280,12014015,2,12031295,0,-2
IV,+,12034253,0.00448682,0.0,1783,1775,8,4,39,gene,T12G3.1,0,12034282,4.82952,2128,12032125,29,12034253,0,-29
IV,+,12048227,0.00591716,0.0,338,336,2,2,28,gene,T12G3.4,0,12048238,0.40981,11363,12036864,11,12048239,12,1
IV,+,12048233,0.0,7.10543e-15,47,47,0,0,101,gene,T12G3.4,0,12048238,0.40981,11369,12036864,5,12048239,6,1
IV,+,12051462,0.0135501,0.0,369,364,5,5,0,gene,K08E4.1,0,12051467,1.92462,1428,12050034,5,12051457,-5,-10
IV,+,12057717,0.246154,1.91537e-09,130,98,32,30,44,gene,K08E4.3,0,12057718,0.472766,1941,12055776,1,12057509,-208,-209
IV,+,12071524,0.0,3.8147e-06,18,18,0,0,0,gene,K08E4.5,0,12071528,0.0268502,11600,12059924,4,12071522,-2,-6
IV,+,12079436,0.0,3.58732e-43,141,141,0,0,1,gene,F11A10.1,1,12079445,1.38701,2516,12076920,9,12079444,8,-1
IV,+,12079444,0.0170648,0.0,293,288,5,5,200,gene,F11A10.1,1,12079445,1.38701,2524,12076920,1,12079444,0,-1
IV,+,12084449,0.962441,0.0,852,32,820,538,0,gene,F11A10.2,2,12084509,1.97736,120,12084329,60,12084449,0,-60
IV,+,12085394,0.964206,0.0,447,16,431,247,6,gene,F11A10.7,3,12085628,1.14766,107,12085287,234,12085394,0,-234
IV,+,12094342,0.00849257,0.0,471,467,4,4,8,gene,F11A10.5,1,12094346,1.09772,7348,12086994,4,12094342,0,-4
IV,+,12096749,0.953333,2.06068e-34,150,7,143,92,0,gene,F11A10.4,2,12096750,0.72567,94,12096655,1,12096749,0,-1
IV,+,12105828,0.929204,4.92767e-23,113,8,105,83,0,gene,M18.3,3,12105828,0.37594,99,12105729,0,12105828,0,0
IV,+,12121363,0.0,0.03125,5,5,0,0,451,gene,M18.6,1,12121368,0.540825,13000,12108363,5,12121347,-16,-21
IV,+,12123259,0.170037,0.0,1088,903,185,135,1,gene,M18.7,2,12123283,3.97003,408,12122851,24,12123259,0,-24
IV,+,12124922,0.949206,0.0,315,16,299,218,2,gene,M18.8,3,12124999,0.924683,151,12124771,77,12124922,0,-77
IV,+,12129474,0.00272109,0.0,735,733,2,2,0,gene,B0001.1,0,12129476,1.65911,2719,12126755,2,12129474,0,-2
IV,+,12159440,0.0,0.0,321,321,0,0,0,gene,B0001.6,0,12159449,2.27345,24374,12135066,9,12159440,0,-9
IV,+,12168214,0.0,1.2326e-32,106,106,0,0,0,gene,F20B10.3,0,12168219,0.385467,3977,12164237,5,12168214,0,-5
IV,+,12203219,0.00643974,0.0,1087,1080,7,7,21,gene,F35G2.1,0,12203219,2.62014,34033,12169186,0,12203219,0,0
IV,+,12205208,0.0,0.0625,4,4,0,0,1,gene,F35G2.1,0,12205283,2.62014,36022,12169186,75,12205208,0,-75
IV,+,12209473,0.0,0.25,2,2,0,0,4,gene,F35G2.3,0,12209501,0.0836369,1527,12207946,28,12209678,205,177
IV,+,12209658,0.0,4.44089e-16,51,51,0,0,9,gene,F35G2.3,0,12209665,0.0836369,1712,12207946,7,12209678,20,13
IV,+,12268965,0.00560237,0.0,42482,42244,238,219,20,gene,C42C1.14,0,12268971,130.595,46101,12222864,6,12268965,0,-6
IV,+,12278878,0.0,3.8147e-06,18,18,0,0,7,gene,C42C1.13,1,12278890,0.399221,9201,12269677,12,12278874,-4,-16
IV,+,12279630,0.765258,1.25641e-15,213,50,163,119,16,gene,C42C1.11,2,12279632,0.705741,115,12279515,2,12279630,0,-2
IV,+,12283144,0.00486224,0.0,617,614,3,3,11,gene,C42C1.10,1,12283154,0.638375,1247,12281897,10,12283144,0,-10
IV,+,12285164,0.0,0.5,1,1,0,0,5,gene,C42C1.16,2,12285181,0.366724,72,12285092,17,12285383,219,202
IV,+,12285230,0.875,0.03125,8,1,7,5,62,gene,C42C1.16,2,12285272,0.366724,138,12285092,42,12285383,153,111
IV,+,12287898,0.840125,4.35188e-37,319,51,268,204,3,gene,C42C1.15,3,12287899,0.390039,94,12287804,1,12287898,0,-1
IV,+,12287953,1.0,0.125,3,0,3,0,39,gene,C42C1.15,3,12287981,0.390039,149,12287804,28,12287898,-55,-83
IV,+,12291016,0.00277008,0.0,361,360,1,1,1,gene,C42C1.8,0,12291021,0.67512,52,12290964,5,12291016,0,-5
IV,+,12337137,0.0,0.0078125,7,7,0,0,7,gene,F19B6.4,0,12337162,0.106295,8266,12328871,25,12337550,413,388
IV,+,12349914,0.0178571,7.77156e-16,56,55,1,1,1,gene,ZC518.1,0,12349940,0.40029,9488,12340426,26,12349914,0,-26
IV,+,12361512,0.00404313,0.0,742,739,3,3,1,gene,ZC518.3,0,12361593,4.00817,5820,12355692,81,12361538,26,-55
IV,+,12361993,0.0,0.0,178,178,0,0,13,gene,ZC518.3,0,12362013,4.00817,6301,12355692,20,12361996,3,-17
IV,+,12363007,0.0,3.8147e-06,18,18,0,0,1,gene,ZC518.3,0,12363008,4.00817,7315,12355692,1,12363007,0,-1
IV,+,12372221,0.0113895,0.0,439,434,5,3,3,gene,F28D1.1,0,12372222,1.05666,408,12371813,1,12372221,0,-1
IV,+,12380063,0.00735294,1.5612e-39,136,135,1,1,0,gene,F28D1.3,0,12380071,0.100925,4381,12375682,8,12380072,9,1
IV,+,12381558,0.0,0.03125,5,5,0,0,1,gene,F28D1.4,0,12381559,0.0741249,733,12380825,1,12381560,2,1
IV,+,12383138,0.00305694,0.0,2617,2609,8,8,16,gene,F28D1.5,0,12383139,0.746313,813,12382325,1,12383140,2,1
IV,+,12391561,0.00810742,0.0,3947,3915,32,26,4,gene,F28D1.11,0,12391561,6.38895,7619,12383942,0,12391562,1,1
IV,+,12404399,0.0,2.58494e-26,85,85,0,0,198,gene,F28D1.10,0,12404402,0.691011,12309,12392090,3,12404399,0,-3
IV,+,12408893,0.00831025,0.0,361,358,3,3,15,gene,F08G5.1,0,12408902,0.784973,236,12408657,9,12408863,-30,-39
IV,+,12408902,0.0,0.125,3,3,0,0,111,gene,F08G5.1,0,12408902,0.784973,245,12408657,0,12408863,-39,-39
IV,+,12408921,0.0,1.17549e-38,126,126,0,0,182,gene,F08G5.1,0,12408993,0.784973,264,12408657,72,12408863,-58,-130
IV,+,12425186,0.0119048,4.3427e-24,84,83,1,1,0,gene,F08G5.5,0,12425197,0.184724,13000,12412186,11,12425186,0,-11
IV,+,12468635,0.00972447,0.0,617,611,6,5,0,gene,C25G4.10,0,12468639,1.24538,10060,12458575,4,12468640,5,1
IV,+,12490761,0.00847458,3.55093e-34,118,117,1,1,0,gene,T04A11.6,0,12490767,0.27081,1173,12489588,6,12490761,0,-6
IV,+,12505658,0.0,0.5,1,1,0,0,0,gene,T04A11.10,0,12505666,0.000224947,2047,12503611,8,12505667,9,1
IV,+,12513075,1.0,0.5,1,0,1,1,0,gene,F53B2.7,0,12513076,None,3802,12509273,1,12513139,64,63
IV,+,12513101,0.463415,0.11126,41,22,19,19,163739,gene,F53B2.7,0,12513138,None,3828,12509273,37,12513139,38,1
IV,+,12542004,0.0,1.11022e-16,53,53,0,0,0,gene,F53B2.6,0,12542185,1.02732,26969,12515035,181,12542004,0,-181
IV,+,12548100,0.0434783,1.47082e-11,46,44,2,0,1,gene,ZK795.1,0,12548101,0.22721,2398,12545702,1,12548102,2,1
IV,+,12559335,0.0144928,0.0,207,204,3,3,2,gene,ZK795.3,1,12559335,1.58511,4871,12554464,0,12559335,0,0
IV,+,12567806,0.0,0.000244141,12,12,0,0,1,gene,K08E7.3,0,12567825,0.343333,6583,12561223,19,12567826,20,1
IV,+,12567812,0.571429,0.273438,7,3,4,4,153,gene,K08E7.3,0,12567825,0.343333,6589,12561223,13,12567826,14,1
IV,+,12573339,0.0,2.71051e-20,65,65,0,0,5,gene,K08E7.5,0,12573349,0.245057,2724,12570615,10,12573339,0,-10
IV,+,12573417,0.0,0.25,2,2,0,0,9,gene,K08E7.5,0,12573467,0.245057,2802,12570615,50,12573473,56,6
IV,+,12640428,0.0114286,0.0,175,173,2,2,0,gene,C26H9A.1,0,12640431,0.444742,61589,12578839,3,12640432,4,1
IV,+,12653373,0.0,2.93874e-39,128,128,0,0,0,gene,C26H9A.2,1,12653433,0.277914,2751,12650622,60,12653459,86,26
IV,+,12675177,0.449102,0.0260466,167,92,75,41,0,gene,T23B5.4,2,12675185,0.438087,446,12674731,8,12675186,9,1
IV,+,12675184,0.5,0.122386,42,21,21,11,59,gene,T23B5.4,2,12675185,0.438087,453,12674731,1,12675186,2,1
IV,+,12688627,0.00378788,0.0,264,263,1,1,0,gene,T23B5.3,1,12688639,1.66318,12657,12675970,12,12688640,13,1
IV,+,12691918,0.0,1.42109e-14,46,46,0,0,0,gene,T23B5.3,1,12691959,1.66318,15948,12675970,41,12691918,0,-41
IV,+,12696834,0.0,6.10352e-05,14,14,0,0,1,gene,T23B5.3,1,12696990,1.66318,20864,12675970,156,12696832,-2,-158
IV,+,12697551,0.0,0.5,1,1,0,0,1,gene,T23B5.3,1,12697632,1.66318,21581,12675970,81,12697551,0,-81
IV,+,12702187,0.00252525,0.0,792,790,2,2,1,gene,T23B5.3,1,12702240,1.66318,26217,12675970,53,12702187,0,-53
IV,+,12704081,0.984848,1.58802e-36,132,2,130,103,1,gene,C27D8.4,2,12704095,0.607056,89,12703992,14,12704096,15,1
IV,+,12724956,0.00375235,0.0,533,531,2,1,35,gene,T23F6.4,0,12724959,0.637762,1988,12722968,3,12724956,0,-3
IV,+,12746554,0.0,3.00927e-36,118,118,0,0,0,gene,C36H8.2,0,12746586,0.31253,16489,12730065,32,12746554,0,-32
IV,+,12773838,0.0,7.27596e-12,37,37,0,0,0,gene,ZK897.1,0,12773854,0.157268,7920,12765918,16,12773726,-112,-128
IV,+,12791140,0.0,1.13687e-13,43,43,0,0,5,gene,F07C6.2,0,12791337,0.248798,704,12790436,197,12791140,0,-197
IV,+,12805900,0.0,0.0,151,151,0,0,1,gene,F07C6.4,0,12805907,1.28887,7703,12798197,7,12805900,0,-7
IV,+,12822960,0.0,0.03125,5,5,0,0,44,gene,F07C6.4,0,12822984,1.28887,9963,12812997,24,12823002,42,18
IV,+,12823002,0.0,0.0,271,271,0,0,5,gene,F07C6.4,0,12823170,1.28887,10005,12812997,168,12823002,0,-168
IV,+,12836479,0.0356013,0.0,1264,1219,45,38,6,gene,M02B1.3,0,12836494,2.61539,6396,12830083,15,12836479,0,-15
IV,+,12845667,0.125,0.00183105,16,14,2,2,2,gene,M02B1.2,0,12845917,0.486972,5257,12840410,250,12845895,228,-22
IV,+,12845868,0.0041841,0.0,478,476,2,1,10,gene,M02B1.2,0,12845917,0.486972,5458,12840410,49,12845895,27,-22
IV,+,12849477,0.0,1.35525e-20,66,66,0,0,5,gene,M02B1.1,1,12849490,0.346882,1079,12848398,13,12849475,-2,-15
IV,+,12855520,0.0559361,0.0,876,827,49,33,1,gene,ZK896.9,2,12855525,1.13668,1092,12854428,5,12855526,6,1
IV,+,12892469,0.0,9.62965e-35,113,113,0,0,0,gene,K08D8.1,0,12892481,0.383845,23420,12869049,12,12892502,33,21
IV,+,12896788,0.0,2.32831e-10,32,32,0,0,0,gene,K08D8.7,0,12896800,None,2006,12894782,12,12896801,13,1
IV,+,12896841,0.0,6.61744e-24,77,77,0,0,7,gene,K08D8.7,0,12896993,None,2059,12894782,152,12896801,-40,-192
IV,+,12896920,0.0,0.00390625,8,8,0,0,13,gene,K08D8.7,0,12896993,None,2138,12894782,73,12896801,-119,-192
IV,+,12903035,0.0,0.125,3,3,0,0,1,gene,K08D8.2,0,12903085,0.00423084,893,12902142,50,12903086,51,1
IV,+,12930854,0.0,0.5,1,1,0,0,0,gene,C32H11.7,0,12930894,0.0397757,7593,12923261,40,12930676,-178,-218
IV,+,12960475,0.0,0.5,1,1,0,0,1,gene,F55G11.7,0,12960504,0.00297663,1366,12959109,29,12960492,17,-12
IV,+,12960492,0.0,0.5,1,1,0,0,1,gene,F55G11.7,0,12960504,0.00297663,1383,12959109,12,12960492,0,-12
IV,+,12962831,0.0,0.00390625,8,8,0,0,179,gene,F55G11.8,0,12962851,0.603454,742,12962089,20,12962777,-54,-74
IV,+,12973615,0.0,0.5,1,1,0,0,2,gene,F55G11.4,0,12973627,1.08534,6272,12967343,12,12973605,-10,-22
IV,+,12976264,0.0,0.03125,5,5,0,0,83,gene,K10D11.1,0,12976276,0.38397,701,12975563,12,12976262,-2,-14
IV,+,13009085,0.0,0.0,354,354,0,0,3,gene,F49E11.1,0,13009126,4.86578,27172,12981913,41,13009127,42,1
IV,+,13031206,0.00413508,0.0,1451,1445,6,5,1,gene,F49E11.1,0,13031302,4.86578,1110,13030096,96,13031210,4,-92
IV,+,13031563,0.0286738,0.0,279,271,8,8,2,gene,F49E11.1,0,13031612,4.86578,1467,13030096,49,13031563,0,-49
IV,+,13042366,0.0,0.00390625,8,8,0,0,0,gene,F49E11.3,0,13042380,0.0335854,6354,13036012,14,13042360,-6,-20
IV,+,13051346,0.00693374,0.0,2596,2578,18,14,130,gene,F49E11.6,0,13051427,6.10031,1542,13049804,81,13051346,0,-81
IV,+,13063710,0.0,0.125,3,3,0,0,0,gene,C39E9.2,0,13063736,0.512885,1088,13062622,26,13063973,263,237
IV,+,13070441,0.0,1.26218e-29,96,96,0,0,392,gene,C39E9.5,0,13070447,1.18605,478,13069963,6,13070448,7,1
IV,+,13071716,0.0,0.0,724,724,0,0,2,gene,C39E9.6,0,13071722,1.75037,480,13071236,6,13071723,7,1
IV,+,13079330,0.0,0.00195312,9,9,0,0,2,gene,C39E9.8,0,13079476,2.31584,6837,13072493,146,13079477,147,1
IV,+,13086974,0.0,1.0842e-19,63,63,0,0,2,gene,C39E9.10,0,13086975,0.179204,4224,13082750,1,13086974,0,-1
IV,+,13093976,0.00386847,0.0,517,515,2,2,11,gene,C39E9.12,1,13093979,1.50619,4392,13089584,3,13093976,0,-3
IV,+,13093987,0.0,0.125,3,3,0,0,1143,gene,C39E9.12,1,13094024,1.50619,4403,13089584,37,13093976,-11,-48
IV,+,13095731,0.875425,0.0,1469,183,1286,1087,7,gene,C39E9.13,2,13095737,1.79832,260,13095471,6,13095731,0,-6
IV,+,13098974,0.0096,0.0,625,619,6,4,13,gene,B0564.1,1,13099004,2.31046,1952,13097022,30,13098974,0,-30
IV,+,13099092,0.0,0.0,248,248,0,0,4,gene,B0564.1,1,13099204,2.31046,2070,13097022,112,13099092,0,-112
IV,+,13100684,0.9,3.7032e-40,240,24,216,156,0,gene,B0564.7,2,13100684,0.643422,107,13100577,0,13100684,0,0
IV,+,13105294,0.863636,4.01261e-07,44,6,38,27,0,gene,B0564.11,3,13105308,0.597131,700,13104594,14,13105306,12,-2
IV,+,13105306,0.58396,0.000142143,399,166,233,173,152,gene,B0564.11,3,13105308,0.597131,712,13104594,2,13105306,0,-2
IV,+,13107628,0.859375,9.57569e-26,192,27,165,117,0,gene,B0564.2,4,13107693,0.385907,740,13106888,65,13107628,0,-65
IV,+,13130403,0.0,0.125,3,3,0,0,0,gene,B0564.6,0,13130408,0,6050,13124353,5,13130409,6,1
IV,+,13149545,0.0125,8.40779e-45,160,158,2,1,0,gene,F09E8.8,0,13149549,0.774661,10603,13138942,4,13149550,5,1
IV,+,13155148,0.0,0.0078125,7,7,0,0,1,gene,F09E8.3,0,13155184,0.196871,4613,13150535,36,13155197,49,13
IV,+,13155156,0.0,3.05176e-05,15,15,0,0,5,gene,F09E8.3,0,13155184,0.196871,4621,13150535,28,13155197,41,13
IV,+,13155197,0.0,3.72529e-09,28,28,0,0,7,gene,F09E8.3,0,13155201,0.196871,4662,13150535,4,13155197,0,-4
IV,+,13170515,0.030303,3.84171e-09,33,32,1,1,0,gene,F09E8.6,0,13170552,0.201003,3740,13166775,37,13170513,-2,-39
IV,+,13241019,0.0112994,0.0,177,175,2,2,0,gene,JC8.6,1,13241035,0.977899,8989,13232030,16,13241020,1,-15
IV,+,13241028,0.00338983,0.0,295,294,1,1,112,gene,JC8.6,1,13241035,0.977899,8998,13232030,7,13241030,2,-5
IV,+,13243641,0.824324,5.54046e-09,74,13,61,52,1,gene,JC8.4,2,13243642,0.360185,272,13243369,1,13243643,2,1
IV,+,13243650,0.785714,0.0222168,14,3,11,5,222,gene,JC8.4,2,13243718,0.360185,281,13243369,68,13243643,-7,-75
IV,+,13244292,0.969925,1.14404e-33,133,4,129,92,0,gene,JC8.5,3,13244308,0.900917,109,13244183,16,13244292,0,-16
IV,+,13247229,0.95082,7.60238e-28,122,6,116,80,2,gene,JC8.7,4,13247243,0.540621,111,13247118,14,13247229,0,-14
IV,+,13254202,0.0299213,0.0,635,616,19,14,689,gene,JC8.14,0,13254204,8.43347,3512,13250690,2,13254205,3,1
IV,+,13256110,1.0,0.5,1,0,1,1,21,gene,JC8.12,0,13256153,0.263246,735,13255375,43,13256053,-57,-100
IV,+,13256805,0.25,0.25,4,3,1,0,0,gene,JC8.12,0,13256805,0.263246,1430,13255375,0,13256805,0,0
IV,+,13298028,0.0,0.015625,6,6,0,0,199,gene,Y67H2A.4,1,13298144,0.780123,2510,13295518,116,13297879,-149,-265
IV,+,13300149,0.94992,0.0,13079,655,12424,7751,8,gene,Y67H2A.5,2,13300155,20.2457,115,13300034,6,13300148,-1,-7
IV,+,13300796,0.945026,0.0,764,42,722,547,4,gene,Y67H2A.6,3,13300797,1.08953,91,13300705,1,13300796,0,-1
IV,+,13303714,0.960784,1.41296e-36,153,6,147,102,3,gene,Y67H2A.7,4,13303719,0.38072,52,13303662,5,13303714,0,-5
IV,+,13315612,0.00214684,0.0,2329,2324,5,5,0,gene,Y67H2A.8,0,13315613,14.1645,4826,13310786,1,13315612,0,-1
IV,+,13323826,0.00051948,0.0,7700,7696,4,4,3,gene,W02A2.1,0,13323847,26.8962,1989,13321837,21,13323826,0,-21
IV,+,13328327,0.000630517,0.0,4758,4755,3,2,3,gene,W02A2.2,0,13328328,2.15279,1966,13326361,1,13328327,0,-1
IV,+,13347633,0.00166238,0.0,6617,6606,11,8,79,gene,W02A2.9,0,13347654,9.10312,1476,13346157,21,13347655,22,1
