,chr,source,feature,start,end,score,strand,frame,gene_name,gene_id,gene_version,gene_source,gene_biotype,transcript_id,transcript_source,transcript_biotype,exon_number,exon_id
1267,V,WormBase,exon,60577,60756,.,+,.,cyp-29A3,WBGene00021412,1,WormBase,protein_coding,Y38C9B.1.1,WormBase,protein_coding,5.0,Y38C9B.1.1.e5
1269,V,WormBase,exon,61467,61977,.,+,.,cyp-29A3,WBGene00021412,1,WormBase,protein_coding,Y38C9B.1.1,WormBase,protein_coding,6.0,Y38C9B.1.1.e6
1271,V,WormBase,exon,63043,63329,.,+,.,cyp-29A3,WBGene00021412,1,WormBase,protein_coding,Y38C9B.1.1,WormBase,protein_coding,7.0,Y38C9B.1.1.e7
1273,V,WormBase,exon,63377,63509,.,+,.,cyp-29A3,WBGene00021412,1,WormBase,protein_coding,Y38C9B.1.1,WormBase,protein_coding,8.0,Y38C9B.1.1.e8
1280,V,WormBase,exon,64479,64503,.,-,.,Y38C9B.3,WBGene00021414,1,WormBase,protein_coding,Y38C9B.3.1,WormBase,protein_coding,1.0,Y38C9B.3.1.e1
1283,V,WormBase,exon,64296,64435,.,-,.,Y38C9B.3,WBGene00021414,1,WormBase,protein_coding,Y38C9B.3.1,WormBase,protein_coding,2.0,Y38C9B.3.1.e2
1285,V,WormBase,exon,63843,63987,.,-,.,Y38C9B.3,WBGene00021414,1,WormBase,protein_coding,Y38C9B.3.1,WormBase,protein_coding,3.0,Y38C9B.3.1.e3
1287,V,WormBase,exon,63726,63796,.,-,.,Y38C9B.3,WBGene00021414,1,WormBase,protein_coding,Y38C9B.3.1,WormBase,protein_coding,4.0,Y38C9B.3.1.e4
1292,V,WormBase,exon,83715,83831,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,1.0,F56E10.2a.1.e1
1295,V,WormBase,exon,83411,83513,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,2.0,F56E10.2a.1.e2
1297,V,WormBase,exon,83251,83337,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,3.0,F56E10.2a.1.e3
1299,V,WormBase,exon,81150,81280,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,4.0,F56E10.2a.1.e4
1301,V,WormBase,exon,79371,79506,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,5.0,F56E10.2a.1.e5
1303,V,WormBase,exon,77316,77402,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,6.0,F56E10.2a.1.e6
1305,V,WormBase,exon,70791,70871,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,7.0,F56E10.2a.1.e7
1307,V,WormBase,exon,69959,70105,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,8.0,F56E10.2a.1.e8
1309,V,WormBase,exon,68002,68967,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,9.0,F56E10.2a.1.e9
1311,V,WormBase,exon,66454,67293,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,10.0,F56E10.2a.1.e10
1313,V,WormBase,exon,66146,66335,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,11.0,F56E10.2a.1.e11
1315,V,WormBase,exon,65391,65743,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,12.0,F56E10.2a.1.e12
1318,V,WormBase,exon,64564,64647,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.1,WormBase,protein_coding,13.0,F56E10.2a.1.e13
1323,V,WormBase,exon,70952,71044,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.1,WormBase,protein_coding,1.0,F56E10.2b.1.e1
1326,V,WormBase,exon,70791,70871,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.1,WormBase,protein_coding,2.0,F56E10.2a.1.e7
1328,V,WormBase,exon,69959,70105,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.1,WormBase,protein_coding,3.0,F56E10.2a.1.e8
1330,V,WormBase,exon,68002,68967,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.1,WormBase,protein_coding,4.0,F56E10.2a.1.e9
1332,V,WormBase,exon,66454,67293,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.1,WormBase,protein_coding,5.0,F56E10.2a.1.e10
1334,V,WormBase,exon,66146,66335,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.1,WormBase,protein_coding,6.0,F56E10.2a.1.e11
1336,V,WormBase,exon,65391,65743,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.1,WormBase,protein_coding,7.0,F56E10.2a.1.e12
1339,V,WormBase,exon,64564,64647,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.1,WormBase,protein_coding,8.0,F56E10.2a.1.e13
1343,V,WormBase,exon,66454,67251,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2c.1,WormBase,protein_coding,1.0,F56E10.2c.1.e1
1346,V,WormBase,exon,66146,66335,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2c.1,WormBase,protein_coding,2.0,F56E10.2a.1.e11
1348,V,WormBase,exon,65391,65743,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2c.1,WormBase,protein_coding,3.0,F56E10.2a.1.e12
1351,V,WormBase,exon,64564,64647,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2c.1,WormBase,protein_coding,4.0,F56E10.2a.1.e13
1355,V,WormBase,exon,83715,83831,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,1.0,F56E10.2a.1.e1
1358,V,WormBase,exon,83411,83513,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,2.0,F56E10.2a.1.e2
1360,V,WormBase,exon,83251,83337,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,3.0,F56E10.2a.1.e3
1362,V,WormBase,exon,81150,81280,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,4.0,F56E10.2a.1.e4
1364,V,WormBase,exon,79371,79506,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,5.0,F56E10.2a.1.e5
1366,V,WormBase,exon,77316,77402,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,6.0,F56E10.2a.1.e6
1368,V,WormBase,exon,70791,70871,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,7.0,F56E10.2a.1.e7
1370,V,WormBase,exon,69959,70105,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,8.0,F56E10.2a.1.e8
1372,V,WormBase,exon,68002,68967,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,9.0,F56E10.2a.1.e9
1374,V,WormBase,exon,66454,67293,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,10.0,F56E10.2a.1.e10
1376,V,WormBase,exon,66146,66335,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,11.0,F56E10.2a.1.e11
1378,V,WormBase,exon,65211,65743,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2a.2,WormBase,protein_coding,12.0,F56E10.2a.2.e12
1384,V,WormBase,exon,70952,71044,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.2,WormBase,protein_coding,1.0,F56E10.2b.1.e1
1387,V,WormBase,exon,70791,70871,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.2,WormBase,protein_coding,2.0,F56E10.2a.1.e7
1389,V,WormBase,exon,69959,70105,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.2,WormBase,protein_coding,3.0,F56E10.2a.1.e8
1391,V,WormBase,exon,68002,68967,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.2,WormBase,protein_coding,4.0,F56E10.2a.1.e9
1393,V,WormBase,exon,66454,67293,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.2,WormBase,protein_coding,5.0,F56E10.2a.1.e10
1395,V,WormBase,exon,66146,66335,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.2,WormBase,protein_coding,6.0,F56E10.2a.1.e11
1397,V,WormBase,exon,65211,65743,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2b.2,WormBase,protein_coding,7.0,F56E10.2a.2.e12
1402,V,WormBase,exon,66454,67251,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2c.2,WormBase,protein_coding,1.0,F56E10.2c.1.e1
1405,V,WormBase,exon,66146,66335,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2c.2,WormBase,protein_coding,2.0,F56E10.2a.1.e11
1407,V,WormBase,exon,65211,65743,.,-,.,daam-1,WBGene00018976,1,WormBase,protein_coding,F56E10.2c.2,WormBase,protein_coding,3.0,F56E10.2a.2.e12
1413,V,WormBase,exon,87756,87832,.,+,.,F56E10.6,WBGene00199654,1,WormBase,ncRNA,F56E10.6,WormBase,ncRNA,1.0,F56E10.6.e1
1416,V,WormBase,exon,87756,87832,.,-,.,F56E10.7,WBGene00200227,1,WormBase,ncRNA,F56E10.7,WormBase,ncRNA,1.0,F56E10.7.e1
1419,V,WormBase,exon,102474,102494,.,+,.,21ur-15058,WBGene00169451,1,WormBase,piRNA,F56E10.5,WormBase,piRNA,1.0,F56E10.5.e1
1422,V,WormBase,exon,103911,104064,.,-,.,rps-27,WBGene00004496,1,WormBase,protein_coding,F56E10.4.1,WormBase,protein_coding,1.0,F56E10.4.1.e1
1425,V,WormBase,exon,103394,103595,.,-,.,rps-27,WBGene00004496,1,WormBase,protein_coding,F56E10.4.1,WormBase,protein_coding,2.0,F56E10.4.1.e2
1431,V,WormBase,exon,103911,104064,.,-,.,rps-27,WBGene00004496,1,WormBase,protein_coding,F56E10.4.2,WormBase,protein_coding,1.0,F56E10.4.1.e1
1434,V,WormBase,exon,103399,103595,.,-,.,rps-27,WBGene00004496,1,WormBase,protein_coding,F56E10.4.2,WormBase,protein_coding,2.0,F56E10.4.2.e2
1441,V,WormBase,exon,104826,104910,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,1.0,F56E10.1a.1.e1
1444,V,WormBase,exon,104969,105960,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,2.0,F56E10.1a.1.e2
1446,V,WormBase,exon,106999,107487,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,3.0,F56E10.1a.1.e3
1448,V,WormBase,exon,108025,108438,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,4.0,F56E10.1a.1.e4
1450,V,WormBase,exon,109215,109893,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,5.0,F56E10.1a.1.e5
1452,V,WormBase,exon,111086,111715,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,6.0,F56E10.1a.1.e6
1454,V,WormBase,exon,112151,112825,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,7.0,F56E10.1a.1.e7
1456,V,WormBase,exon,113191,113579,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,8.0,F56E10.1a.1.e8
1458,V,WormBase,exon,113954,114039,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,9.0,F56E10.1a.1.e9
1460,V,WormBase,exon,114663,115100,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,10.0,F56E10.1a.1.e10
1462,V,WormBase,exon,115810,116789,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,11.0,F56E10.1a.1.e11
1464,V,WormBase,exon,117364,117657,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,12.0,F56E10.1a.1.e12
1466,V,WormBase,exon,118082,118162,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1a.1,WormBase,protein_coding,13.0,F56E10.1a.1.e13
1472,V,WormBase,exon,104826,104910,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,1.0,F56E10.1a.1.e1
1475,V,WormBase,exon,104969,105960,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,2.0,F56E10.1a.1.e2
1477,V,WormBase,exon,106999,107487,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,3.0,F56E10.1a.1.e3
1479,V,WormBase,exon,108025,108438,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,4.0,F56E10.1a.1.e4
1481,V,WormBase,exon,109215,109893,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,5.0,F56E10.1a.1.e5
1483,V,WormBase,exon,111086,111715,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,6.0,F56E10.1a.1.e6
1485,V,WormBase,exon,112151,112825,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,7.0,F56E10.1a.1.e7
1487,V,WormBase,exon,113191,113579,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,8.0,F56E10.1a.1.e8
1489,V,WormBase,exon,113954,114039,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,9.0,F56E10.1a.1.e9
1491,V,WormBase,exon,114663,115100,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,10.0,F56E10.1a.1.e10
1493,V,WormBase,exon,115810,116789,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,11.0,F56E10.1a.1.e11
1495,V,WormBase,exon,117358,117657,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,12.0,F56E10.1b.1.e12
1497,V,WormBase,exon,118082,118188,.,+,.,F56E10.1,WBGene00018975,1,WormBase,protein_coding,F56E10.1b.1,WormBase,protein_coding,13.0,F56E10.1b.1.e13
1504,V,WormBase,exon,122182,122966,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.2,WormBase,protein_coding,1.0,Y38C9A.2a.2.e1
1507,V,WormBase,exon,121245,121680,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.2,WormBase,protein_coding,2.0,Y38C9A.2a.1.e2
1509,V,WormBase,exon,120750,120870,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.2,WormBase,protein_coding,3.0,Y38C9A.2a.1.e3
1511,V,WormBase,exon,120506,120708,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.2,WormBase,protein_coding,4.0,Y38C9A.2a.1.e4
1513,V,WormBase,exon,119800,119989,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.2,WormBase,protein_coding,5.0,Y38C9A.2a.1.e5
1515,V,WormBase,exon,119065,119257,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.2,WormBase,protein_coding,6.0,Y38C9A.2a.1.e6
1517,V,WormBase,exon,118043,118590,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.2,WormBase,protein_coding,7.0,Y38C9A.2a.2.e7
1523,V,WormBase,exon,122622,122731,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2b.1,WormBase,protein_coding,1.0,Y38C9A.2b.1.e1
1524,V,WormBase,exon,120750,120820,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2b.1,WormBase,protein_coding,2.0,Y38C9A.2b.1.e2
1525,V,WormBase,exon,120506,120708,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2b.1,WormBase,protein_coding,3.0,Y38C9A.2b.1.e3
1528,V,WormBase,exon,119800,119989,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2b.1,WormBase,protein_coding,4.0,Y38C9A.2a.1.e5
1530,V,WormBase,exon,119065,119257,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2b.1,WormBase,protein_coding,5.0,Y38C9A.2a.1.e6
1532,V,WormBase,exon,118043,118590,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2b.1,WormBase,protein_coding,6.0,Y38C9A.2a.2.e7
1540,V,WormBase,exon,119800,119989,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2c.1,WormBase,protein_coding,1.0,Y38C9A.2c.1.e1
1543,V,WormBase,exon,119065,119257,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2c.1,WormBase,protein_coding,2.0,Y38C9A.2a.1.e6
1545,V,WormBase,exon,118043,118590,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2c.1,WormBase,protein_coding,3.0,Y38C9A.2a.2.e7
1551,V,WormBase,exon,122182,122789,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.1,WormBase,protein_coding,1.0,Y38C9A.2a.1.e1
1554,V,WormBase,exon,121245,121680,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.1,WormBase,protein_coding,2.0,Y38C9A.2a.1.e2
1556,V,WormBase,exon,120750,120870,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.1,WormBase,protein_coding,3.0,Y38C9A.2a.1.e3
1558,V,WormBase,exon,120506,120708,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.1,WormBase,protein_coding,4.0,Y38C9A.2a.1.e4
1560,V,WormBase,exon,119800,119989,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.1,WormBase,protein_coding,5.0,Y38C9A.2a.1.e5
1562,V,WormBase,exon,119065,119257,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.1,WormBase,protein_coding,6.0,Y38C9A.2a.1.e6
1564,V,WormBase,exon,118202,118590,.,-,.,cgp-1,WBGene00000480,1,WormBase,protein_coding,Y38C9A.2a.1,WormBase,protein_coding,7.0,Y38C9A.2a.1.e7
1571,V,WormBase,exon,126629,126758,.,-,.,W03F9.1,WBGene00020999,1,WormBase,protein_coding,W03F9.1a.1,WormBase,protein_coding,1.0,W03F9.1a.1.e1
1574,V,WormBase,exon,126498,126578,.,-,.,W03F9.1,WBGene00020999,1,WormBase,protein_coding,W03F9.1a.1,WormBase,protein_coding,2.0,W03F9.1a.1.e2
1576,V,WormBase,exon,126200,126452,.,-,.,W03F9.1,WBGene00020999,1,WormBase,protein_coding,W03F9.1a.1,WormBase,protein_coding,3.0,W03F9.1a.1.e3
1578,V,WormBase,exon,125160,125869,.,-,.,W03F9.1,WBGene00020999,1,WormBase,protein_coding,W03F9.1a.1,WormBase,protein_coding,4.0,W03F9.1a.1.e4
1580,V,WormBase,exon,124010,124680,.,-,.,W03F9.1,WBGene00020999,1,WormBase,protein_coding,W03F9.1a.1,WormBase,protein_coding,5.0,W03F9.1a.1.e5
1586,V,WormBase,exon,124010,124772,.,-,.,W03F9.1,WBGene00020999,1,WormBase,protein_coding,W03F9.1b.1,WormBase,protein_coding,1.0,W03F9.1b.1.e1
1594,V,WormBase,exon,127895,128034,.,-,.,W03F9.2,WBGene00021000,1,WormBase,protein_coding,W03F9.2a.1,WormBase,protein_coding,1.0,W03F9.2a.1.e1
1597,V,WormBase,exon,127781,127838,.,-,.,W03F9.2,WBGene00021000,1,WormBase,protein_coding,W03F9.2a.1,WormBase,protein_coding,2.0,W03F9.2a.1.e2
1599,V,WormBase,exon,127468,127730,.,-,.,W03F9.2,WBGene00021000,1,WormBase,protein_coding,W03F9.2a.1,WormBase,protein_coding,3.0,W03F9.2a.1.e3
1601,V,WormBase,exon,127000,127421,.,-,.,W03F9.2,WBGene00021000,1,WormBase,protein_coding,W03F9.2a.1,WormBase,protein_coding,4.0,W03F9.2a.1.e4
1607,V,WormBase,exon,127895,127951,.,-,.,W03F9.2,WBGene00021000,1,WormBase,protein_coding,W03F9.2b,WormBase,ncRNA,1.0,W03F9.2b.e1
1608,V,WormBase,exon,127781,127852,.,-,.,W03F9.2,WBGene00021000,1,WormBase,protein_coding,W03F9.2b,WormBase,ncRNA,2.0,W03F9.2b.e2
1609,V,WormBase,exon,127468,127730,.,-,.,W03F9.2,WBGene00021000,1,WormBase,protein_coding,W03F9.2b,WormBase,ncRNA,3.0,W03F9.2b.e3
1610,V,WormBase,exon,127089,127421,.,-,.,W03F9.2,WBGene00021000,1,WormBase,protein_coding,W03F9.2b,WormBase,ncRNA,4.0,W03F9.2b.e4
1613,V,WormBase,exon,128237,128527,.,+,.,sftb-2,WBGene00021004,1,WormBase,protein_coding,W03F9.10.1,WormBase,protein_coding,1.0,W03F9.10.1.e1
1616,V,WormBase,exon,128576,129353,.,+,.,sftb-2,WBGene00021004,1,WormBase,protein_coding,W03F9.10.1,WormBase,protein_coding,2.0,W03F9.10.1.e2
1618,V,WormBase,exon,130191,130834,.,+,.,sftb-2,WBGene00021004,1,WormBase,protein_coding,W03F9.10.1,WormBase,protein_coding,3.0,W03F9.10.1.e3
1620,V,WormBase,exon,131452,131754,.,+,.,sftb-2,WBGene00021004,1,WormBase,protein_coding,W03F9.10.1,WormBase,protein_coding,4.0,W03F9.10.1.e4
1626,V,WormBase,exon,134959,134993,.,-,.,W03F9.3,WBGene00021001,1,WormBase,pseudogene,W03F9.3,WormBase,pseudogene,1.0,W03F9.3.e1
1627,V,WormBase,exon,133513,133561,.,-,.,W03F9.3,WBGene00021001,1,WormBase,pseudogene,W03F9.3,WormBase,pseudogene,2.0,W03F9.3.e2
1628,V,WormBase,exon,132813,133321,.,-,.,W03F9.3,WBGene00021001,1,WormBase,pseudogene,W03F9.3,WormBase,pseudogene,3.0,W03F9.3.e3
1629,V,WormBase,exon,132676,132764,.,-,.,W03F9.3,WBGene00021001,1,WormBase,pseudogene,W03F9.3,WormBase,pseudogene,4.0,W03F9.3.e4
1630,V,WormBase,exon,132450,132631,.,-,.,W03F9.3,WBGene00021001,1,WormBase,pseudogene,W03F9.3,WormBase,pseudogene,5.0,W03F9.3.e5
1633,V,WormBase,exon,141147,141370,.,-,.,W03F9.11,WBGene00044512,1,WormBase,protein_coding,W03F9.11.1,WormBase,protein_coding,1.0,W03F9.11.1.e1
1636,V,WormBase,exon,140440,140578,.,-,.,W03F9.11,WBGene00044512,1,WormBase,protein_coding,W03F9.11.1,WormBase,protein_coding,2.0,W03F9.11.1.e2
1638,V,WormBase,exon,137177,137973,.,-,.,W03F9.11,WBGene00044512,1,WormBase,protein_coding,W03F9.11.1,WormBase,protein_coding,3.0,W03F9.11.1.e3
1645,V,WormBase,exon,138892,138931,.,+,.,W03F9.9,WBGene00021003,1,WormBase,protein_coding,W03F9.9.1,WormBase,protein_coding,1.0,W03F9.9.1.e1
1648,V,WormBase,exon,139152,139384,.,+,.,W03F9.9,WBGene00021003,1,WormBase,protein_coding,W03F9.9.1,WormBase,protein_coding,2.0,W03F9.9.1.e2
1650,V,WormBase,exon,139429,139623,.,+,.,W03F9.9,WBGene00021003,1,WormBase,protein_coding,W03F9.9.1,WormBase,protein_coding,3.0,W03F9.9.1.e3
1652,V,WormBase,exon,139851,140225,.,+,.,W03F9.9,WBGene00021003,1,WormBase,protein_coding,W03F9.9.1,WormBase,protein_coding,4.0,W03F9.9.1.e4
1657,V,WormBase,exon,142449,142799,.,+,.,W03F9.8,WBGene00023356,1,WormBase,pseudogene,W03F9.8,WormBase,pseudogene,1.0,W03F9.8.e1
1660,V,WormBase,exon,143047,143258,.,+,.,srh-81,WBGene00005302,1,WormBase,pseudogene,W03F9.7,WormBase,pseudogene,1.0,W03F9.7.e1
1661,V,WormBase,exon,143488,143633,.,+,.,srh-81,WBGene00005302,1,WormBase,pseudogene,W03F9.7,WormBase,pseudogene,2.0,W03F9.7.e2
1662,V,WormBase,exon,144314,144617,.,+,.,srh-81,WBGene00005302,1,WormBase,pseudogene,W03F9.7,WormBase,pseudogene,3.0,W03F9.7.e3
1665,V,WormBase,exon,144805,144825,.,+,.,21ur-13870,WBGene00170056,1,WormBase,piRNA,W03F9.12,WormBase,piRNA,1.0,W03F9.12.e1
1668,V,WormBase,exon,145194,145405,.,+,.,srh-82,WBGene00005303,1,WormBase,protein_coding,W03F9.6.1,WormBase,protein_coding,1.0,W03F9.6.1.e1
1671,V,WormBase,exon,145456,145601,.,+,.,srh-82,WBGene00005303,1,WormBase,protein_coding,W03F9.6.1,WormBase,protein_coding,2.0,W03F9.6.1.e2
1673,V,WormBase,exon,145988,146500,.,+,.,srh-82,WBGene00005303,1,WormBase,protein_coding,W03F9.6.1,WormBase,protein_coding,3.0,W03F9.6.1.e3
1675,V,WormBase,exon,146720,146931,.,+,.,srh-82,WBGene00005303,1,WormBase,protein_coding,W03F9.6.1,WormBase,protein_coding,4.0,W03F9.6.1.e4
1680,V,WormBase,exon,151171,151388,.,-,.,W03F9.4,WBGene00021002,1,WormBase,protein_coding,W03F9.4a.1,WormBase,protein_coding,1.0,W03F9.4a.1.e1
1683,V,WormBase,exon,150205,150607,.,-,.,W03F9.4,WBGene00021002,1,WormBase,protein_coding,W03F9.4a.1,WormBase,protein_coding,2.0,W03F9.4a.1.e2
1685,V,WormBase,exon,149118,149819,.,-,.,W03F9.4,WBGene00021002,1,WormBase,protein_coding,W03F9.4a.1,WormBase,protein_coding,3.0,W03F9.4a.1.e3
1687,V,WormBase,exon,148367,148917,.,-,.,W03F9.4,WBGene00021002,1,WormBase,protein_coding,W03F9.4a.1,WormBase,protein_coding,4.0,W03F9.4a.1.e4
